Tanggal,Media,Topik
30-Jun-21,Instagram,Kerumunan saat PPKM
30-Jun-21,Website,Prosedur penanganan pasien covid
30-Jun-21,Twitter,Pendaftrana vaksin pelayan publik
30-Jun-21,Twitter,Prosedur penanganan pasien covid
30-Jun-21,Twitter,Pendaftaran vaksin
1-Jul-21,Twitter,Pendaftaran vaksin pekerja publik
1-Jul-21,Twitter,PPKM Darurat
1-Jul-21,Twitter,Pendaftaran vaksin
1-Jul-21,Twitter,Pendaftaran vaksin umur diatas 18 tahun
1-Jul-21,Lapor Sleman,Appil Pertigaan Bantulan
1-Jul-21,Lapor Sleman,Vaksinasi
1-Jul-21,Website,Pasien covid keluar
1-Jul-21,Website,Informasi magang
1-Jul-21,Website,Mohon dioperasi temapt hiburan malam
1-Jul-21,Website,Denda tidka amsuk kerja
1-Jul-21,Facebook Pemkab Sleman,PPPK
2-Jul-21,Twitter,Informasi CPNS dan PPPK
2-Jul-21,Lapor Sleman,Seputar PPDB
2-Jul-21,Lapor Sleman,Hasil Swab Di Puskesmas Depok 3 Hilang
2-Jul-21,Lapor.go.id,ETHIKOPIA CAFE 24 JAM NO PROKES
2-Jul-21,Lapor.go.id,"Kesulitan cek status NIK dan KK secara online, sudah terdaftar atau belum?"
2-Jul-21,Lapor Sleman,Pemotongan Pohon Jalan
2-Jul-21,Lapor Sleman,Seberapa Tingkat Keseriusan Satgas Covid Di Pedesaan
2-Jul-21,Lapor Sleman,Daftar Vaksinasi
2-Jul-21,Twitter,Kontak Puskesmas Seyegan
2-Jul-21,Twitter,Informasi vaksin usia 18 tahun keatas
2-Jul-21,Website,Informasi vaksin usia 18 tahun keatas
2-Jul-21,Lapor Sleman,Alur Pelaporan Keluarga Yang Terkena Covid
2-Jul-21,Lapor Sleman,Sudah Daftar Vaksin Tapi Tidak Datang Pada Hari H
2-Jul-21,Website,CPNS
2-Jul-21,Website,Perizinan IMB
2-Jul-21,Website,vaksin untuk perjalanan
2-Jul-21,Twitter,Biayan periksa dan swab dipuskesmas
2-Jul-21,Twitter,CPNS
2-Jul-21,Twitter,PPPK
2-Jul-21,Instagram,Informasi vaksin tanpa surat domisili
2-Jul-21,Instagram,Update data kependudukan
3-Jul-21,Instagram,Pendaftaran vaksin 18+
3-Jul-21,Website,Sabung ayam
3-Jul-21,Website,Data sultan ground
3-Jul-21,Lapor Sleman,Sertifikat Vaksin
3-Jul-21,Lapor Sleman,Vaksin
3-Jul-21,Lapor Sleman,Pasien Covid
3-Jul-21,Lapor Sleman,Jadwal Vaksinasi Covid 19
3-Jul-21,Lapor Sleman,Daftar Vaksin Covid 19
3-Jul-21,Lapor Sleman,Kerumunan Di Masa PPKM Darurat
3-Jul-21,Twitter,Penegakan PPKM
3-Jul-21,Twitter,Pengajuan isolasi
3-Jul-21,Instagram,Informasi jadwal vaksin ke 2
3-Jul-21,Facebook Pemkab Sleman,CPNS
3-Jul-21,Facebook Pemkab Sleman,Surat Keterangan sehat hewan
3-Jul-21,Instagram,KK baru
4-Jul-21,Website,BAntuan sosial
4-Jul-21,Website,Verifikasi dan validasi NIK
4-Jul-21,Lapor Sleman,Jalan Berlubang Sepanjang Jl.Bonjotan
4-Jul-21,Lapor Sleman,Penegakan PPKM
4-Jul-21,Lapor Sleman,Pendaftaran Vaksin Tidak Ada Notifikasi
4-Jul-21,Lapor Sleman,Mohon Direspon Untuk Vaksin Covid Se-diy
4-Jul-21,Lapor Sleman,Daftar Vaksin
4-Jul-21,Lapor Sleman,Sertifikat Vaksinasi
4-Jul-21,Lapor Sleman,Mengganggu Kenyamanan saat PPKM
4-Jul-21,Twitter,Penegakan PPKM
4-Jul-21,Twitter,pelayanan samsat
4-Jul-21,Twitter,Penegakan PPKM
4-Jul-21,Twitter,Penegakan PPKM
4-Jul-21,Instagram,CPNS
5-Jul-21,Lapor Sleman,WFH Kalurahan
5-Jul-21,Lapor Sleman,Vaksinasi Covid-19 Untuk WNA
5-Jul-21,Lapor Sleman,Etika Penegakan PPKM
5-Jul-21,Lapor Sleman,Prosedur Pindah Ktp Ke Luar Sleman
5-Jul-21,Lapor Sleman,Vaksinasi Covid-19
5-Jul-21,Lapor Sleman,Pendaftaran Vaksinasi
5-Jul-21,Lapor Sleman,Portitusi Terselubung
5-Jul-21,Lapor Sleman,VAKSIN
5-Jul-21,Twitter,Penegakan PPKM
5-Jul-21,Twitter,Kurang PJU
5-Jul-21,Twitter,SMS jadwal vaksin
5-Jul-21,Twitter,Sekolah mewajibkan WFO 100%
5-Jul-21,Lapor Sleman,PPKM Darurat
5-Jul-21,Lapor.go.id,Kegiatan wfo di Pemkab Sleman
5-Jul-21,Twitter,Vaksin Umum dan Remaja
5-Jul-21,Twitter,Vaksin Umum dan Remaja
5-Jul-21,Website,Bantuan sosial
5-Jul-21,Website,CPNS
5-Jul-21,Twitter,Vaksin Umum dan Remaja
5-Jul-21,Lapor Sleman,Vaksin Umum dan Remaja
5-Jul-21,Lapor Sleman,Terpapar Covid 19
5-Jul-21,Lapor Sleman,Pelanggaran PPKM
5-Jul-21,Lapor Sleman,Daftar Vaksin Covid 19
5-Jul-21,Lapor Sleman,Vaksin Covid 19
5-Jul-21,Lapor Sleman,Penegakan PPKM
5-Jul-21,Lapor Sleman,"Jika Data Vaksin Sudah Terdaftar, Tetapi Kita Ingin Mengubah"
5-Jul-21,Instagram,Jam operasional bengkel
5-Jul-21,Facebook Pemkab Sleman,PPKM Darurat
5-Jul-21,Facebook Pemkab Sleman,Penerbitan KTP
6-Jul-21,Instagram,Jam operasional bengkel
6-Jul-21,Twitter,Penegakan PPKM
6-Jul-21,Twitter,Vaksin Umum dan Remaja
6-Jul-21,Lapor Sleman,Vaksinasi Covid19
6-Jul-21,Lapor Sleman,Surat Keterangan Domisili
6-Jul-21,Lapor Sleman,Batal Vaksin Karena Kurang Sehat
6-Jul-21,Lapor Sleman,Kesejahteraan Karyawan
6-Jul-21,Lapor Sleman,Menyelenggarakan Acara Pada Saat PPKM
6-Jul-21,Lapor Sleman,Daftar Vaksin Di Klinik Kartika 0732
6-Jul-21,Lapor Sleman,Tata Cara Daftar Vaksinasi Via Website
6-Jul-21,Website,Jam operasional toko
6-Jul-21,Website,Vaksin Umum dan Remaja
6-Jul-21,Twitter,Vaksin Umum dan Remaja
6-Jul-21,Twitter,Vaksin Umum dan Remaja
6-Jul-21,Twitter,Hasil PCR belum keluar
6-Jul-21,Lapor Sleman,Lapor Pelanggaran PPKM Darurat
6-Jul-21,Lapor Sleman,NIK KTP Terdaftar Pada Web Vaksin
6-Jul-21,Lapor Sleman,Kesalahan Input Data
6-Jul-21,Lapor Sleman,Melanggar Ppkm
6-Jul-21,Lapor Sleman,Pelanggaran Ppkm
6-Jul-21,Lapor Sleman,PPKM Darurat
6-Jul-21,Lapor Sleman,Warmindo Masih Buka 24 Jam Tanpa Prokes
6-Jul-21,Lapor Sleman,Ada Keluarga Yang Tinggal Di Pangukan Sekeluarga Positif Covid
6-Jul-21,Website,Penjual daging anjing
6-Jul-21,Website,Vaksin untuk mahasiswa luar daerah
6-Jul-21,Twitter,Pemadaman PJU
6-Jul-21,Twitter,Pemadaman PJU
6-Jul-21,Twitter,Pemadaman PJU
6-Jul-21,Twitter,Vaksin umum dan remaja
6-Jul-21,Facebook Pemkab Sleman,Pendaftaran vaksin
6-Jul-21,Instagram,Faskes vaksin penuh
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Lapor Sleman,PENDAFTARAN VAKSIN DAN REALITA DI LAPANGAN
7-Jul-21,Lapor Sleman,Info Vaksin
7-Jul-21,Lapor Sleman,Pendaftaran Vaksin Untuk Masyaraat Umum Tidak Bisa Diakses
7-Jul-21,Lapor Sleman,Seceining Dicovidkan An Bpk Kuswardono
7-Jul-21,Lapor Sleman,Mau Tanya Tentang Vaksin
7-Jul-21,Lapor Sleman,PPKM Darurat
7-Jul-21,Lapor Sleman,Perubahan Faskes
7-Jul-21,Lapor Sleman,Pembetulan Data No.HP
7-Jul-21,Lapor Sleman,Mansion Masih Buka
7-Jul-21,Lapor Sleman,Mengganti Faskes Vaksin
7-Jul-21,Lapor Sleman,WARUNG MAKAN YG MASIH MENERIMA DINE IN
7-Jul-21,Lapor Sleman,Belum Mendapatkan SMS Dan Jadwal Dosis-2 Setelah Vaksin Pertama
7-Jul-21,Lapor Sleman,Pelanggaran PPKM
7-Jul-21,Website,balapan liar
7-Jul-21,Website,vaksin pekerja publik
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,Prosedur pelaporna pasien Covid
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Instagram,Vaksin untuk umum dan mahasiswa
7-Jul-21,Instagram,Vaksin untuk umum dan remaja
7-Jul-21,Twitter,CPNS
7-Jul-21,Twitter,Pemadaman PJU
7-Jul-21,Twitter,vaksin umum dan remaja
7-Jul-21,Twitter,Informasi swab gratis untuk tracing
7-Jul-21,Twitter,vaksin umum dan remaja
7-Jul-21,Instagram,Pemadaman PJU
7-Jul-21,Instagram,Pemadaman PJU
7-Jul-21,Instagram,Pemadaman PJU
7-Jul-21,Instagram,Pemadaman PJU
7-Jul-21,Instagram,Pemadaman PJU
7-Jul-21,Instagram,Pemadaman PJU
7-Jul-21,Instagram,Pemadaman PJU
7-Jul-21,Facebook Pemkab Sleman,Pendaftaran vaksin
7-Jul-21,Instagram,Pendaftaran vaksin
7-Jul-21,Instagram,Pendaftaran vaksin
7-Jul-21,Instagram,Cara Ganti Faskes Vaksin
7-Jul-21,Instagram,Vaksin antri berkerumunan
8-Jul-21,Twitter,Prosedur pelaporan pasien Covid
8-Jul-21,Website,vaksin umum dan remaja
8-Jul-21,Lapor Sleman,Sertifikat Vakain 1
8-Jul-21,Lapor Sleman,Beberapa Warung Makan Masih Boleh Makan Ditempat.
8-Jul-21,Lapor Sleman,PPKM Darurat
8-Jul-21,Twitter,Pemadaman PJU
8-Jul-21,Twitter,Pemadaman PJU
8-Jul-21,Twitter,Pelanggaran PPKM
8-Jul-21,Facebook Pemkab Sleman,Pelanggaran Prokes
8-Jul-21,Instagram,Vaksinasi umum
8-Jul-21,Instagram,CPNS
8-Jul-21,Instagram,Link tidka bisa dibuka
8-Jul-21,Instagram,Vaksin umum dan remaja
8-Jul-21,Instagram,CPNS
8-Jul-21,Instagram,Pemadaman PJU
8-Jul-21,Instagram,Faskes vaksin
8-Jul-21,Instagram,Vaksin umum dan remaja
8-Jul-21,Twitter,PJU ring road mati
8-Jul-21,Twitter,CPNS
8-Jul-21,Lapor Sleman,Covid 19
8-Jul-21,Twitter,Informasi perpanjangan status tanggap darurat
8-Jul-21,Twitter,Vaksin umum dan remaja
8-Jul-21,Lapor Sleman,Pelanggaran Ppkm Fatal
8-Jul-21,Lapor Sleman,JEMPOLAN KOPI TIYASAN DEPOK Masih Beroperasi Di Masa PPKM Darurat
8-Jul-21,Lapor Sleman,Warga Kurang Mampu Terkena Covid
8-Jul-21,Lapor Sleman,PELANGGARAN PPKM DARURAT
8-Jul-21,Facebook Pemkab Sleman,Prosedur pemeriksaan pasien covid
9-Jul-21,Lapor Sleman,Scrining Dinyatakan Positiv Covid
9-Jul-21,Lapor Sleman,Scrining Di Positiv Covidkan An Kuswardono
9-Jul-21,Lapor Sleman,Pelanggaran PPKM
9-Jul-21,Lapor Sleman,Hajatan
9-Jul-21,Lapor Sleman,Kapan Jadwal Vaksin Di Share
9-Jul-21,Lapor Sleman,Pernikahan Masa Ppkm
9-Jul-21,Lapor Sleman,Pelanggaran Ppkm
9-Jul-21,Website,Salah entri nama saat daftar vaksin
9-Jul-21,Website,Pelayanan vaksin di RS UAD
9-Jul-21,Website,Bantuan sosial
9-Jul-21,Website,Bantuan sosial
9-Jul-21,Twitter,Cara daftar vaksin
9-Jul-21,Twitter,CPNS
9-Jul-21,Twitter,Daftar vaksin umum
9-Jul-21,Twitter,Prosedur pelaporan pasien Covid
9-Jul-21,Twitter,Salah input no hp saat daftar vaksin
9-Jul-21,Facebook Pemkab Sleman,Aturan PPKM untuk pedagang kaki lima
9-Jul-21,Facebook Pemkab Sleman,Aturan PPKM untuk pedagang kaki lima
9-Jul-21,Facebook Pemkab Sleman,Faskes vaksin penuh
10-Jul-21,Website,Pindah faskes vaksin
10-Jul-21,Lapor Sleman,Aturan PPKM Darurat
10-Jul-21,Lapor Sleman,Covid19
10-Jul-21,Lapor Sleman,Jalan Jemblong Berlubang
10-Jul-21,Lapor Sleman,Belum Mendapat Sertifikat Vaksin
10-Jul-21,Twitter,Salah input nama saat daftar vaksin
10-Jul-21,Instagram,Kuota faskes penuh
11-Jul-21,Lapor Sleman,Nomor Dan Tanggal Legalisir Ijazah Skhun Dan Raport SD Dan SMP
11-Jul-21,Lapor Sleman,Positif Covid19
11-Jul-21,Lapor Sleman,Lapor Tindak Lanjut Tracing
11-Jul-21,Lapor Sleman,Pengumuman Jadwal Vaksin Ygkurang Transparan
11-Jul-21,Lapor Sleman,Mohon Batuan Tenaga Medis
11-Jul-21,Lapor Sleman,Kurangnya Kesadaran Masyarakat Tentang PSBB Darurat 3-20 Juli 2021
11-Jul-21,Lapor Sleman,Cara Pindah Tempat Vaksin
11-Jul-21,Lapor Sleman,Rapat RT Saat PPKM Darurat
11-Jul-21,Website,Penegakan PPKM
11-Jul-21,Website,Aliran PDAM
11-Jul-21,Website,Jam operasional
11-Jul-21,Twitter,CPNS
11-Jul-21,Instagram,Cara Ganti Faskes Vaksin
12-Jul-21,Lapor Sleman,Pelanggaran PPKM Darurat
12-Jul-21,Lapor Sleman,PENDAFTARAN VAKSIN UNTUK MASYARAKAT UMUM & REMAJA 12-17thn MENGALAMI KENDALA
12-Jul-21,Lapor Sleman,Tidak Menerapkan PPKM
12-Jul-21,Website,Pendaftaran vaksin
12-Jul-21,Website,Vaksin untuk umum
12-Jul-21,Website,Prosedur pelaporan pasien Covid
12-Jul-21,Twitter,Informasi pendaftaran vaksin
12-Jul-21,Twitter,Pohon perindang
12-Jul-21,Lapor.go.id,Kantor masih bekerja saat PPKM
12-Jul-21,Twitter,Penyembelehan hewan qurban
12-Jul-21,Twitter,Akun Medsos DInkes
12-Jul-21,Website,Mengganti Faskes Vaksin
12-Jul-21,Lapor Sleman,Salah Isi Biodata Vaksin
12-Jul-21,Twitter,Penegakan PPKM
12-Jul-21,Twitter,Pendaftaran vaksin warga luar daerah
12-Jul-21,Twitter,Penegakan PPKM
12-Jul-21,Twitter,Salah input NIK saat daftar vaksin
12-Jul-21,Website,Perawatan hewan
12-Jul-21,Lapor Sleman,Papan Nama Usaha Di Jalan
12-Jul-21,Lapor Sleman,Sertifikat Vaksinasi
12-Jul-21,Lapor Sleman,Vaksin 12-18
12-Jul-21,Lapor Sleman,Perusahaan Melanggar Instruksi Gubernur Ttg PPKM Darurat
12-Jul-21,Twitter,Kuota vaksin umum
12-Jul-21,Lapor Sleman,Informasi Vaksin Covid
12-Jul-21,Lapor Sleman,Vaksin Ke 2
12-Jul-21,Website,Bantuan sosial jadup
12-Jul-21,Website,Pabrik masih buka saat PPKM
12-Jul-21,Website,Penegakan PPKM
12-Jul-21,Twitter,Coffeeshop buka dine in
12-Jul-21,Facebook Pemkab Sleman,Faskes vaksin
12-Jul-21,Facebook Pemkab Sleman,kuota faskes penuh
13-Jul-21,Website,Vaksinasi anak
13-Jul-21,Website,Penegakan PPKM
13-Jul-21,Website,Vaksinasi di Puskesmas Depok 2
13-Jul-21,Website,Surat domisili
13-Jul-21,Lapor Sleman,Cara Menganti KK Yang Hilang
13-Jul-21,Lapor Sleman,BELUM MUNCUL SERTIFIKAT VAKSIN KE 1
13-Jul-21,Lapor Sleman,Tidak Mendapat Sertifikat Vaksin
13-Jul-21,Lapor Sleman,Toko Melanggar Inbup PPKM Darurat
13-Jul-21,Lapor Sleman,Vaksin Anak 12 Th - 17 Th
13-Jul-21,Lapor Sleman,Pertanyaan
13-Jul-21,Lapor Sleman,Aktivitas Olahraga Voli Di Malam Hari Dan Mengganggu Tetangga
13-Jul-21,Lapor Sleman,Program Vaksinasu
13-Jul-21,Lapor Sleman,Tidak Ada Respon Dari Admin
13-Jul-21,Twitter,Sinkronisasi NIK
13-Jul-21,Twitter,Kerumunan vaksin
13-Jul-21,Twitter,Vaksinasi umum
13-Jul-21,Twitter,Vaksinasi umum
13-Jul-21,Instagram,Cara Ganti Faskes Vaksin
14-Jul-21,Lapor Sleman,Berapa Lama Akta Kematian Jadi Setelah Dokumen Semua Kita Upload
14-Jul-21,Lapor Sleman,Laporan Kerumanan Dan Kenyamana
14-Jul-21,Website,Jalan berlubang
14-Jul-21,Lapor.go.id,Penyampaian sikap kebertan atas penimbunan samapah Rumah Tangga
14-Jul-21,Twitter,Jadwal vaksin
14-Jul-21,Lapor Sleman,Prosedur Legalisir KK
14-Jul-21,Twitter,Salah input NIK saat daftar vaksin
14-Jul-21,Lapor Sleman,Aduan Limbah Penggilingan Plastik
14-Jul-21,Lapor Sleman,Ada Masalah Dengan Username
14-Jul-21,Website,KTP luar Sleman beli tanah di Sleman
14-Jul-21,Lapor Sleman,Penegakan PPKM
14-Jul-21,Lapor Sleman,Info Vaksinasi
14-Jul-21,Twitter,Respon DM IG
14-Jul-21,Facebook Pemkab Sleman,CPNS
15-Jul-21,Facebook Pemkab Sleman,Faskes vaksin penuh
15-Jul-21,Lapor Sleman,"Pendaftaran Vaksin, Tapi Jadwal Gak Lernah Ada"
15-Jul-21,Lapor Sleman,SPPT PBB Tahun 2021 Tidak Terbit
15-Jul-21,Lapor Sleman,Telp Puskesmas Tidak Pernah Diangkat - Selalu Sibuk
15-Jul-21,Lapor Sleman,Akses Komunikasi Untuk Tunarungu
15-Jul-21,Lapor Sleman,Ingin Mengurus E-KTP Luar Kota Yang Hilang
15-Jul-21,Lapor Sleman,Cara Ganti Faskes Vaksin
15-Jul-21,Lapor Sleman,Balap Liar Jl. Gito Gati
15-Jul-21,Lapor Sleman,Penegakan PPKM
15-Jul-21,Twitter,Faskes vaksin penuh
15-Jul-21,Twitter,Permohonan BPJS Pemerintah
15-Jul-21,Twitter,Penegakan PPKM
15-Jul-21,Twitter,Usulan untuk menyediakan tabung gas oksigen disetiap satgas desa
15-Jul-21,Twitter,Vaksin bagi UMUM
15-Jul-21,Twitter,Vaksin bagi UMUM
15-Jul-21,Twitter,Vaksin untuk ibu hamil
15-Jul-21,Twitter,PPKM Darurat
15-Jul-21,Twitter,Pemadaman PJU
15-Jul-21,Instagram,Permohonan cetak KTPel ulang
15-Jul-21,Instagram,CPNS
15-Jul-21,Website,CPNS
15-Jul-21,Website,Aduan kurang lengkap
15-Jul-21,Website,Cara Ganti Faskes Vaksin
15-Jul-21,Instagram,Pendaftaran vaksin
15-Jul-21,Instagram,Pendaftaran vaksin
16-Jul-21,Website,CPNS
16-Jul-21,Twitter,CPNS
16-Jul-21,Twitter,CPNS
16-Jul-21,Twitter,Pelayanan Bank BPD
16-Jul-21,Lapor Sleman,Perubahan Faskes Vaksin Gotong Royong
16-Jul-21,Email,Validasi NIK
16-Jul-21,Twitter,Penyelenggaraan Hajatan
16-Jul-21,Lapor Sleman,Pelanggaran Prokes
16-Jul-21,Lapor Sleman,Positive Covid 19
16-Jul-21,Website,Informasi Bansos
16-Jul-21,Email,Penegakan PPKM
16-Jul-21,Lapor Sleman,Warmindo Dijadikan Kumpul Para Anak Klitih
16-Jul-21,Lapor Sleman,Vaksin
16-Jul-21,Lapor Sleman,Hotline Covid Puskesmas Mlati 1 Super Lamban
16-Jul-21,Website,Bantuan sosial PKH
16-Jul-21,Twitter,Vaksin untuk ibu hamil
16-Jul-21,Facebook Pemkab Sleman,Kuota vaksin penuh
16-Jul-21,Instagram,Kuota vaksin penuh
17-Jul-21,Lapor Sleman,Vaksinasi
17-Jul-21,Lapor Sleman,Sertifikasi Vaksin Dosis Pertama
17-Jul-21,Lapor Sleman,E-Sertifikat Vaksin Covid19
17-Jul-21,Lapor Sleman,Manusia Silver Maksa
17-Jul-21,Lapor Sleman,Pelanggaran PPKM
17-Jul-21,Lapor Sleman,Warga Suspect Covid
17-Jul-21,Lapor Sleman,Gaji Telat Dan Service
17-Jul-21,Lapor Sleman,Pelanggaran Ppkm Darurat
17-Jul-21,Website,Anak asrama
17-Jul-21,Website,Permohonan Piala Bupati
17-Jul-21,Twitter,Jadwal vaksin
17-Jul-21,Twitter,Bantuan obat untuk pasien isoman
17-Jul-21,Twitter,CPNS
18-Jul-21,Lapor Sleman,Jalan Gelap Di Jalan Titi Bumi Patran
18-Jul-21,Lapor Sleman,Acara Pernikahan Di Tengah Pandemi
18-Jul-21,Lapor Sleman,Tempat Pendaftaran Klinik SWA
18-Jul-21,Lapor Sleman,Lapor Perbaikan KTP .
18-Jul-21,Lapor Sleman,Tindak Lanjut Aturan Pendatang Selama PPKM 3 - 20 Juli 2021
18-Jul-21,Website,Bantuan Sosial
18-Jul-21,Website,Bantuan Sosial
18-Jul-21,Twitter,Informasi vaksin anak
18-Jul-21,Twitter,CPNS
18-Jul-21,Twitter,Informasi shelter
18-Jul-21,Twitter,CPNS
18-Jul-21,Instagram,Pelaporan pasien terkonfirmasi covid - 19
18-Jul-21,Instagram,Cara ganti Faskes Vaksin
18-Jul-21,Instagram,Sosialisasi Sholat Ied
18-Jul-21,Instagram,Jam operasional puskesmas
18-Jul-21,Instagram,CPNS
18-Jul-21,Instagram,CPNS
18-Jul-21,Instagram,CPNS
19-Jul-21,Instagram,Vaksin
19-Jul-21,Instagram,Vaksin
,Lapor Sleman,Gangguan Bau Peternakan Ayam
19-Jul-21,Twitter,Penegakan PPKM
19-Jul-21,Twitter,Jadwal vaksin
19-Jul-21,Lapor Sleman,Bagaimana Cara Melaporkan Orang Yang Sudah Dipastikan Positif Corona Namun Berkeliaran?
19-Jul-21,Lapor Sleman,Sengketa Tanah
19-Jul-21,Lapor Sleman,Pemotongan Hewan Qurban
19-Jul-21,Lapor Sleman,Sholat Idul Adha 1442H Di Sleman
19-Jul-21,Lapor Sleman,Info Vaksin Yang Gapake Domisili
19-Jul-21,Website,Bantuan Sosial Jadup
19-Jul-21,Twitter,Kuota faskes penuh
19-Jul-21,Instagram,CPNS
19-Jul-21,Instagram,Cara Ganti Faskes Vaksin
19-Jul-21,Instagram,CPNS
19-Jul-21,Instagram,vaksin untuk warga luar domisili
20-Jul-21,Website,Bantuan Sosial
20-Jul-21,Website,Permohonan pembuatan polisi tidur / marka kejut
20-Jul-21,Website,Bantuan Sosial
20-Jul-21,Lapor Sleman,Vaksinisasi
20-Jul-21,Lapor Sleman,Lanpu Bangjo Mati Hanya Saat Malam
20-Jul-21,Twitter,Vaksin untuk KTP luar daerah
20-Jul-21,Twitter,Prosedur pelaporan pasien Covid
20-Jul-21,Instagram,Vaksin bagi penyintas
20-Jul-21,Instagram,CPNS
20-Jul-21,Instagram,Sertifikat vaksin
21-Jul-21,Instagram,CPNS
21-Jul-21,Lapor Sleman,Program Vaksinasi
21-Jul-21,Lapor Sleman,Cara Membuat KK Sendiri
21-Jul-21,Lapor Sleman,Pelanggaran Prokes
21-Jul-21,Lapor Sleman,Laporan Vaksin
21-Jul-21,Twitter,Jam pelayanan Dukcapil
21-Jul-21,Twitter,Aduan tidak jelas
21-Jul-21,Twitter,CPNS
21-Jul-21,Twitter,Kuota faskes penuh
21-Jul-21,Instagram,Vaksinasi bagi penyintas
21-Jul-21,Instagram,CPNS
21-Jul-21,Instagram,CPNS
21-Jul-21,Instagram,Pindah KK
21-Jul-21,Instagram,CPNS
21-Jul-21,Instagram,CPNS
21-Jul-21,Instagram,CPNS
21-Jul-21,Instagram,vaksin
21-Jul-21,Instagram,CPNS
22-Jul-21,Instagram,Jam pelayanan Dukcapil
22-Jul-21,Lapor Sleman,Pendaftaran Vaksinasi
22-Jul-21,Lapor Sleman,Kerumunan Saat PPKM
22-Jul-21,Lapor Sleman,Vaksinasi Covid-19
22-Jul-21,Lapor Sleman,Isolasi Mandiri
22-Jul-21,Lapor Sleman,Vaksinasi Dosis Ke-2
22-Jul-21,Lapor Sleman,Pelanggaran PPKM
22-Jul-21,Website,Status vaksin di website sleman masih menunggu
22-Jul-21,Facebook Pemkab Sleman,Vaksin untuk mahasiswa
22-Jul-21,Instagram,Kuota vaksin
22-Jul-21,Instagram,Konsultasi karena terpapar covid 19
22-Jul-21,Instagram,Informasi vaksin kedua
22-Jul-21,Instagram,Cara Ganti Faskes Vaksin
23-Jul-21,Lapor Sleman,Ppkm Pilih Kasih Masih Banyak Tempat Kerumunan
23-Jul-21,Lapor Sleman,Instalasi Listrik Bocor
23-Jul-21,Lapor Sleman,Penulisan Nama Yang Salah pada sertifikat vaksin
23-Jul-21,Lapor Sleman,Daftar vaksin umum
23-Jul-21,Lapor Sleman,Sertifikat Vaksin
23-Jul-21,Website,Cafe menjual miras dan menyetel musik keras
23-Jul-21,Facebook Pemkab Sleman,ganti faskes vaksin
23-Jul-21,Instagram,Informasi tempat vaksin
23-Jul-21,Instagram,PPKM
23-Jul-21,Instagram,Pembuatan SIM
23-Jul-21,Instagram,Vaksin untuk mahasiswa
23-Jul-21,Instagram,Lokasi vaksin kedua
23-Jul-21,Instagram,Cara Ganti Faskes Vaksin
24-Jul-21,Lapor Sleman,Info Pasca Vaksin di aplikasi peduli lindungi
24-Jul-21,Lapor Sleman,PAM Dan Listrik Minomartani Mati
24-Jul-21,Website,BLT
24-Jul-21,Website,BLT
24-Jul-21,Twitter,Kuota faskes vaksin penuh
24-Jul-21,Twitter,Vaksin Ibu Hamil
24-Jul-21,Instagram,Informasi contac PLN
24-Jul-21,Instagram,Pelaporan pasien terkonfirmasi covid - 19
24-Jul-21,Instagram,Cara Ganti Faskes Vaksin
24-Jul-21,Instagram,Jam operasional toko baju saat PPKM
24-Jul-21,Instagram,Vaksin Anak 12 Th - 17 Th
24-Jul-21,Instagram,Cara Ganti Faskes Vaksin
25-Jul-21,Lapor Sleman,Drainase Jl.Ringin Raya Seringa Rusak
25-Jul-21,Lapor Sleman,Toko Rejo Grosir Gula Tak Taat Prokes
25-Jul-21,Lapor Sleman,Ketidaktahuan Aparat Desa Kami
25-Jul-21,Website,Obat bagi warga isoman
25-Jul-21,Website,TIdak ada biaya untuk tes antigen
25-Jul-21,Twitter,Informasi perpanjangan PPKM
25-Jul-21,Instagram,CPNS
25-Jul-21,Instagram,Keringanan cicilan motor
25-Jul-21,Instagram,Validasi NIK
25-Jul-21,Instagram,kuota faskes penuh
25-Jul-21,Instagram,Cara Ganti Faskes Vaksin
25-Jul-21,Instagram,Vaksin luar daerah
26-Jul-21,Lapor Sleman,Bantuan sosial untuk masyarakat yang sedang menjalani Isolasi Mandiri
26-Jul-21,Lapor Sleman,"Kantor Notaris A.Yossi Aribowo Masih Buka, Walau Staff Sudah Banyak Yg Positif Covid-19"
26-Jul-21,Lapor Sleman,Pohon Terlalu Tinggi
26-Jul-21,Website,TIdak ada biaya untuk tes antigen
26-Jul-21,Website,Faskes vaksin penuh
26-Jul-21,Twitter,CPNS
26-Jul-21,Twitter,Alur pendaftaran vaksin
26-Jul-21,Twitter,Kuota vaksin penuh
26-Jul-21,Lapor Sleman,Jalan Rusak
